"year","EW","AIA","ATG","ARG","ABW","BHS","BRB","BLZ","BMU","BOL","BRA","CYM","CHL","COL","CRI","CUB","DOM","ECU","SLV","GUF","GRD","GLP","GTM","GUY","HTI","HND","JAM","MTQ","MEX","MSR","NIC","PAN","PRY","PER","PRI","BLM","KNA","MAF","VCT","SUR","TTO","TCA","URY","VEN","VGB","VIR"
2016,38,0,0,0,12,0,0,0,0,0,222,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,614,0,0,38,0,125,1,0,0,2,0,0,0,0,0,457,0,0
2016,39,0,0,1,0,0,52,0,0,0,218,0,0,0,0,0,0,271,0,0,36,0,0,0,0,0,0,0,626,0,396,39,0,91,2,0,0,0,0,0,0,141,0,0,0,0
2016,40,0,0,0,2,0,0,0,0,0,259,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,860,0,0,0,0,96,1,0,0,0,0,0,0,0,0,0,0,0
2016,41,0,0,0,0,0,0,0,0,0,256,0,0,2989,0,0,0,183,1,0,0,0,0,0,0,0,8,0,933,0,263,91,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2016,42,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987,0,91,26,0,184,1,0,0,0,0,0,0,0,0,0,0,0
2016,43,0,0,1,0,0,0,0,0,0,321,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,0,141,80,0,112,1,0,0,0,4,0,0,0,0,0,0,0
2016,44,0,0,0,0,0,0,0,0,0,344,0,0,2100,0,0,0,160,3,0,0,0,0,0,0,0,0,0,753,0,111,58,0,138,3,0,0,0,0,0,0,0,0,0,0,1
2016,45,0,0,0,0,0,0,0,0,0,0,0,0,538,0,0,0,123,2,0,0,0,0,0,0,0,0,0,650,0,85,65,0,793,0,0,0,0,0,0,3,0,0,272,0,0
2016,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1,0,0,0,0,0,0,0,0,0,664,0,58,191,0,134,2,0,0,0,0,0,0,0,0,0,0,1
2016,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,3,0,0,0,0,0,0,0,44,0,325,0,45,16,5,118,1,0,0,0,0,0,0,0,0,0,0,0
2016,48,0,0,1,0,0,0,0,0,0,1652,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,553,0,76,28,0,158,2,0,0,0,0,0,0,0,0,0,0,0
2016,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,72,77,0,122,0,0,0,0,0,0,0,0,0,0,0,0
2016,50,0,0,0,0,0,0,0,0,0,591,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,141,0,39,70,6,138,1,2,0,1,0,0,0,0,0,0,0,0
2016,51,2,0,1,25,0,28,1,0,0,149,0,0,2759,0,438,0,200,1,0,16,0,0,0,0,0,0,0,34,0,32,0,8,152,1,0,0,0,0,0,0,69,34,235,27,0
2016,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,1,0,0,0,0,0,0,1,0,34,827,0,0,216,0,0,0,116,0,0,0,0,0,0,0,0,0,0,35,0,68,38,0,92,0,0,0,0,0,0,0,0,0,0,0,0
2017,2,0,0,1,0,0,0,2,0,36,935,0,0,235,0,0,0,175,0,0,0,0,0,0,0,0,0,0,48,0,74,12,9,148,0,0,0,0,0,0,0,0,0,0,0,0
2017,3,0,0,0,0,0,0,0,0,48,1113,0,0,211,0,0,0,209,0,0,0,0,0,0,0,0,0,0,70,0,60,77,4,173,0,0,0,0,0,0,0,0,0,0,0,1
2017,4,0,0,7,0,0,0,0,0,33,1150,0,0,207,0,0,3,176,1,0,0,0,0,0,0,0,0,0,101,0,32,20,4,194,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,0,0,3,0,0,0,0,0,65,1082,0,0,192,0,0,0,229,7,0,0,0,0,0,0,0,0,0,57,0,55,62,3,281,1,0,0,0,0,0,0,0,0,0,0,0
2017,6,0,0,0,0,0,0,1,0,92,1189,0,0,182,0,0,0,406,0,0,0,0,0,0,0,0,0,0,58,0,78,31,9,280,1,0,0,0,0,0,0,0,0,0,0,0
2017,7,0,0,0,0,0,0,2,0,69,1078,0,0,157,0,0,0,316,9,0,0,0,0,0,0,0,0,0,53,0,68,41,4,284,0,0,0,0,0,0,0,0,0,0,0,0
2017,8,0,0,4,0,0,0,4,0,85,804,0,0,190,0,0,0,307,7,0,0,0,0,0,0,0,0,0,60,0,39,16,9,244,0,0,0,0,0,0,0,0,0,0,0,0
2017,9,0,0,8,0,0,0,1,0,71,1229,0,0,167,0,0,0,280,2,0,0,0,0,0,0,0,0,0,58,0,67,62,11,218,1,0,0,0,0,0,0,0,0,0,0,0
2017,10,1,0,39,0,0,0,0,0,44,1425,0,0,151,0,0,0,476,0,0,0,0,0,0,0,0,0,0,57,0,74,11,34,403,0,0,0,0,0,0,0,0,0,0,0,0
2017,11,1,0,19,0,0,6,1,0,40,1582,0,0,171,0,0,0,451,2,0,0,0,0,0,0,0,0,0,71,0,78,15,26,445,0,0,0,0,0,0,0,0,0,18,9,0
2017,12,0,0,0,0,0,0,0,0,25,1528,0,0,169,0,0,0,737,2,0,0,0,0,0,0,0,0,0,80,0,55,9,14,658,2,0,0,0,0,0,0,0,0,0,0,0
2017,13,0,0,0,0,0,0,0,0,39,1627,0,0,172,0,0,0,726,0,0,0,0,0,0,0,0,0,0,59,0,43,22,20,625,1,0,0,0,0,0,0,0,0,0,0,0
2017,14,0,0,11,0,0,0,2,0,30,1199,0,0,153,0,0,0,512,0,0,0,0,0,0,0,0,0,0,46,0,30,395,3,680,2,0,0,0,0,0,0,0,0,0,0,0
2017,15,0,0,21,0,0,0,1,0,28,1448,0,0,163,0,0,0,589,1,0,20,0,0,0,0,0,0,0,48,0,46,12,22,1186,1,0,0,0,0,0,0,103,0,0,0,0
2017,16,0,0,17,0,0,0,0,0,9,1616,0,0,174,0,0,0,295,0,0,0,0,0,0,0,0,0,0,91,0,44,18,30,1029,0,0,0,0,0,0,0,0,0,0,0,0
2017,17,0,0,27,0,0,0,2,0,11,1452,0,0,172,0,0,0,488,1,0,0,0,0,0,0,0,0,0,54,0,45,35,25,1446,0,0,0,0,0,0,0,0,0,0,0,0
2017,18,0,0,72,0,0,0,1,0,11,1587,0,0,190,0,0,13,512,0,0,0,0,0,0,0,0,0,0,91,0,43,50,6,1977,0,0,0,0,0,0,0,0,0,0,0,0
2017,19,0,0,10,0,0,8,0,0,12,1632,0,0,189,0,0,0,495,2,0,22,0,0,0,0,0,0,0,98,0,42,56,16,2341,0,0,0,0,0,0,0,0,0,0,12,0
2017,20,0,0,0,0,0,0,0,0,6,1484,0,0,196,0,0,0,442,1,0,0,0,0,0,0,0,0,0,77,0,23,15,0,2368,0,0,0,0,0,0,0,0,0,0,0,0
2017,21,0,0,11,0,0,0,0,0,1,1444,0,0,201,0,0,0,261,2,0,0,0,0,0,0,0,2,0,161,0,28,72,22,1875,0,0,0,0,0,0,0,0,0,0,0,0
2017,22,0,0,0,0,0,0,0,0,5,1215,0,0,204,0,0,0,303,3,0,0,0,0,0,0,0,0,0,169,0,40,43,1,1097,0,0,0,0,0,0,0,0,0,0,0,0
2017,23,0,0,0,0,0,0,1,0,2,862,0,0,181,0,0,0,321,3,0,0,0,0,0,0,0,0,0,150,0,56,80,5,1114,0,0,0,0,0,0,0,33,0,0,0,0
2017,24,0,0,0,0,0,0,0,0,0,991,0,0,185,0,0,0,298,0,0,0,0,0,0,0,0,0,0,225,0,63,59,3,1219,0,0,0,0,0,0,2,0,0,0,0,0
2017,25,0,0,5,1,0,0,0,0,4,929,0,0,206,0,0,0,178,4,0,0,0,0,0,0,0,0,0,156,0,41,0,2,437,0,0,0,0,0,0,0,0,0,0,0,0
2017,26,0,0,0,0,0,0,0,0,1,780,0,0,194,0,0,0,196,9,0,0,0,0,0,0,0,0,1,238,0,44,356,2,667,0,0,0,0,0,0,0,0,0,0,0,0
2017,27,0,0,0,0,0,0,0,0,0,543,0,0,217,0,0,0,144,1,0,21,0,0,0,0,0,9,0,210,0,45,0,10,585,0,0,0,0,0,0,0,0,0,0,0,0
2017,28,0,0,0,0,0,0,1,0,4,463,0,0,199,0,0,0,145,16,0,0,0,0,0,0,0,0,0,205,0,72,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,29,0,0,0,0,0,0,1,0,1,398,0,0,193,0,0,0,138,5,0,0,0,0,0,0,0,0,0,187,0,48,99,1,1031,0,0,0,0,0,0,0,0,0,0,0,0
2017,30,0,0,0,0,0,0,1,0,3,465,0,0,197,0,0,0,108,6,0,0,0,0,0,0,0,0,1,248,0,45,183,1,248,0,0,0,0,0,0,0,0,0,0,0,0
2017,31,0,0,0,392,0,0,1,0,4,421,0,0,196,0,0,0,94,18,0,0,0,0,0,0,0,0,0,240,0,47,96,0,418,0,0,0,0,0,0,0,0,0,0,14,0
2017,32,0,0,0,0,0,0,0,0,1,357,0,0,201,0,0,2,72,2,0,0,0,0,0,0,0,3,1,443,0,66,85,0,247,0,0,0,0,0,0,0,0,0,0,0,0
2017,33,0,0,0,0,0,0,0,0,3,394,0,0,203,0,0,0,83,15,0,0,0,0,0,0,0,0,0,454,0,52,72,6,147,0,0,0,0,0,0,0,0,0,0,0,0
2017,34,0,0,0,0,0,0,3,0,1,354,0,0,190,0,0,0,85,11,0,0,0,0,0,0,0,0,0,567,0,54,179,0,46,0,0,0,0,0,0,1,0,0,0,0,0
2017,35,0,0,0,0,0,14,2,0,1,268,0,0,134,0,0,0,119,4,0,40,0,272,0,0,0,0,0,694,0,18,33,0,95,0,0,0,0,0,0,0,44,0,0,0,0
2017,36,0,0,0,0,0,0,3,0,1,385,0,0,0,0,0,0,74,12,0,0,0,0,0,0,0,0,0,588,0,31,131,2,131,0,0,0,0,0,0,0,0,0,0,0,0
2017,37,0,0,0,0,0,0,2,0,2,369,0,5,0,0,0,0,134,6,0,0,0,0,0,0,0,0,0,680,0,30,44,1,138,0,0,0,0,0,0,0,0,0,0,0,0
2017,38,0,0,0,0,0,0,0,0,2,414,0,0,0,0,0,0,63,5,0,0,0,352,0,0,0,0,2,610,0,55,223,1,108,0,0,0,0,0,0,0,0,0,0,0,0
2017,39,0,0,0,0,0,42,2,0,0,365,0,0,0,0,0,0,44,13,0,0,0,0,0,0,0,0,1,911,0,36,190,6,122,0,0,0,0,0,0,0,0,0,0,0,0
2017,40,0,0,0,0,0,0,5,0,3,311,0,0,0,0,0,0,57,2,0,0,0,0,0,0,0,0,0,802,0,46,70,3,212,0,0,0,0,0,0,0,0,0,0,0,0
2017,41,0,0,0,0,0,0,3,0,3,448,0,0,0,0,0,0,29,8,0,0,0,0,0,0,0,0,0,856,0,70,190,9,109,0,0,0,0,0,0,0,0,0,0,0,0
2017,42,0,0,0,0,0,0,3,0,4,394,0,0,0,0,0,0,35,2,0,0,0,208,0,0,0,0,1,925,0,90,95,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,43,0,0,0,0,0,0,0,0,4,349,0,0,0,0,0,0,34,0,0,75,0,0,0,0,0,0,1,430,0,44,133,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,44,0,0,0,0,0,0,1,0,5,377,0,0,0,0,0,0,55,0,0,0,0,160,0,0,0,0,0,534,0,65,130,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,45,0,0,0,0,0,0,0,0,4,403,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,473,0,41,126,16,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,46,0,0,1,0,0,0,0,0,2,389,0,0,0,0,0,0,113,30,0,0,0,0,0,0,0,0,0,518,0,40,141,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,47,0,0,0,0,0,0,0,0,6,321,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,337,0,19,164,11,0,0,0,0,0,0,0,0,0,0,0,25,0
2017,48,0,0,0,0,0,0,0,0,8,331,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,397,0,22,57,35,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,49,0,0,0,0,0,0,0,0,4,347,0,0,0,0,0,0,80,2,0,0,0,0,0,0,0,0,0,298,0,30,118,39,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,50,0,0,0,10,0,0,0,0,6,240,0,0,0,0,0,0,52,2,0,0,0,0,0,0,0,0,0,84,0,12,270,41,0,0,0,0,0,0,0,8,0,0,0,0,0
2017,51,0,0,0,0,0,0,0,0,4,164,0,0,0,0,978,0,23,2,0,44,0,0,0,0,0,0,0,35,0,12,0,121,2110,1,0,1,0,2,0,0,9,0,0,0,0
2017,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
